file_path,emotion,speaker_id,gender,dataset,mel_path,mel3_path,mfcc_path,label
data/tess\OAF_disgust\OAF_judge_disgust.wav,disgust,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02117.npy,mel_3channel\tess_tess_OAF_02117.npy,mfccs\tess_tess_OAF_02117.npy,1
data/savee\JE_su14.wav,surprised,savee_JE,male,savee,mel_spectrograms\savee_savee_JE_04286.npy,mel_3channel\savee_savee_JE_04286.npy,mfccs\savee_savee_JE_04286.npy,6
data/tess\OAF_Fear\OAF_lid_fear.wav,fearful,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01333.npy,mel_3channel\tess_tess_OAF_01333.npy,mfccs\tess_tess_OAF_01333.npy,2
data/ravdess\Actor_14\03-01-07-01-02-01-14.wav,disgust,ravdess_14,female,ravdess,mel_spectrograms\ravdess_ravdess_14_00714.npy,mel_3channel\ravdess_ravdess_14_00714.npy,mfccs\ravdess_ravdess_14_00714.npy,1
data/tess\YAF_disgust\YAF_goal_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02898.npy,mel_3channel\tess_tess_YAF_02898.npy,mfccs\tess_tess_YAF_02898.npy,1
data/ravdess\Actor_10\03-01-04-01-02-01-10.wav,sad,ravdess_10,female,ravdess,mel_spectrograms\ravdess_ravdess_10_00482.npy,mel_3channel\ravdess_ravdess_10_00482.npy,mfccs\ravdess_ravdess_10_00482.npy,5
data/ravdess\Actor_08\03-01-03-01-01-02-08.wav,happy,ravdess_08,female,ravdess,mel_spectrograms\ravdess_ravdess_08_00369.npy,mel_3channel\ravdess_ravdess_08_00369.npy,mfccs\ravdess_ravdess_08_00369.npy,3
data/ravdess\Actor_12\03-01-03-01-01-01-12.wav,happy,ravdess_12,female,ravdess,mel_spectrograms\ravdess_ravdess_12_00576.npy,mel_3channel\ravdess_ravdess_12_00576.npy,mfccs\ravdess_ravdess_12_00576.npy,3
data/tess\OAF_angry\OAF_bought_angry.wav,angry,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01858.npy,mel_3channel\tess_tess_OAF_01858.npy,mfccs\tess_tess_OAF_01858.npy,0
data/tess\YAF_disgust\YAF_chalk_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02866.npy,mel_3channel\tess_tess_YAF_02866.npy,mfccs\tess_tess_YAF_02866.npy,1
data/tess\YAF_disgust\YAF_neat_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02959.npy,mel_3channel\tess_tess_YAF_02959.npy,mfccs\tess_tess_YAF_02959.npy,1
data/tess\YAF_pleasant_surprised\YAF_limb_ps.wav,surprised,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03735.npy,mel_3channel\tess_tess_YAF_03735.npy,mfccs\tess_tess_YAF_03735.npy,6
data/tess\OAF_disgust\OAF_hire_disgust.wav,disgust,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02108.npy,mel_3channel\tess_tess_OAF_02108.npy,mfccs\tess_tess_OAF_02108.npy,1
data/tess\OAF_Pleasant_surprise\OAF_chief_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01470.npy,mel_3channel\tess_tess_OAF_01470.npy,mfccs\tess_tess_OAF_01470.npy,6
data/tess\YAF_neutral\YAF_sub_neutral.wav,neutral,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03609.npy,mel_3channel\tess_tess_YAF_03609.npy,mfccs\tess_tess_YAF_03609.npy,4
data/tess\YAF_happy\YAF_south_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03408.npy,mel_3channel\tess_tess_YAF_03408.npy,mfccs\tess_tess_YAF_03408.npy,3
data/tess\YAF_neutral\YAF_bite_neutral.wav,neutral,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03454.npy,mel_3channel\tess_tess_YAF_03454.npy,mfccs\tess_tess_YAF_03454.npy,4
data/ravdess\Actor_19\03-01-04-01-02-01-19.wav,sad,ravdess_19,male,ravdess,mel_spectrograms\ravdess_ravdess_19_00950.npy,mel_3channel\ravdess_ravdess_19_00950.npy,mfccs\ravdess_ravdess_19_00950.npy,5
data/tess\OAF_angry\OAF_food_angry.wav,angry,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01891.npy,mel_3channel\tess_tess_OAF_01891.npy,mfccs\tess_tess_OAF_01891.npy,0
data/tess\YAF_happy\YAF_chain_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03264.npy,mel_3channel\tess_tess_YAF_03264.npy,mfccs\tess_tess_YAF_03264.npy,3
data/tess\YAF_neutral\YAF_shawl_neutral.wav,neutral,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03599.npy,mel_3channel\tess_tess_YAF_03599.npy,mfccs\tess_tess_YAF_03599.npy,4
data/tess\OAF_happy\OAF_sure_happy.wav,happy,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02411.npy,mel_3channel\tess_tess_OAF_02411.npy,mfccs\tess_tess_OAF_02411.npy,3
data/savee\DC_n02.wav,neutral,savee_DC,male,savee,mel_spectrograms\savee_savee_DC_04109.npy,mel_3channel\savee_savee_DC_04109.npy,mfccs\savee_savee_DC_04109.npy,4
data/ravdess\Actor_04\03-01-05-01-02-01-04.wav,angry,ravdess_04,female,ravdess,mel_spectrograms\ravdess_ravdess_04_00178.npy,mel_3channel\ravdess_ravdess_04_00178.npy,mfccs\ravdess_ravdess_04_00178.npy,0
data/tess\YAF_sad\YAF_goal_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03898.npy,mel_3channel\tess_tess_YAF_03898.npy,mfccs\tess_tess_YAF_03898.npy,5
data/savee\JK_h10.wav,happy,savee_JK,male,savee,mel_spectrograms\savee_savee_JK_04342.npy,mel_3channel\savee_savee_JK_04342.npy,mfccs\savee_savee_JK_04342.npy,3
data/tess\OAF_Sad\OAF_ring_sad.wav,sad,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01784.npy,mel_3channel\tess_tess_OAF_01784.npy,mfccs\tess_tess_OAF_01784.npy,5
data/ravdess\Actor_08\03-01-05-02-02-02-08.wav,angry,ravdess_08,female,ravdess,mel_spectrograms\ravdess_ravdess_08_00391.npy,mel_3channel\ravdess_ravdess_08_00391.npy,mfccs\ravdess_ravdess_08_00391.npy,0
data/ravdess\Actor_10\03-01-04-01-02-02-10.wav,sad,ravdess_10,female,ravdess,mel_spectrograms\ravdess_ravdess_10_00483.npy,mel_3channel\ravdess_ravdess_10_00483.npy,mfccs\ravdess_ravdess_10_00483.npy,5
data/tess\OAF_Pleasant_surprise\OAF_soup_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01606.npy,mel_3channel\tess_tess_OAF_01606.npy,mfccs\tess_tess_OAF_01606.npy,6
data/tess\OAF_happy\OAF_sub_happy.wav,happy,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02409.npy,mel_3channel\tess_tess_OAF_02409.npy,mfccs\tess_tess_OAF_02409.npy,3
data/ravdess\Actor_11\03-01-08-01-01-02-11.wav,surprised,ravdess_11,male,ravdess,mel_spectrograms\ravdess_ravdess_11_00565.npy,mel_3channel\ravdess_ravdess_11_00565.npy,mfccs\ravdess_ravdess_11_00565.npy,6
data/savee\DC_d05.wav,disgust,savee_DC,male,savee,mel_spectrograms\savee_savee_DC_04067.npy,mel_3channel\savee_savee_DC_04067.npy,mfccs\savee_savee_DC_04067.npy,1
data/tess\YAF_fear\YAF_wheat_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03236.npy,mel_3channel\tess_tess_YAF_03236.npy,mfccs\tess_tess_YAF_03236.npy,2
data/tess\YAF_happy\YAF_take_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03412.npy,mel_3channel\tess_tess_YAF_03412.npy,mfccs\tess_tess_YAF_03412.npy,3
data/savee\JE_sa08.wav,sad,savee_JE,male,savee,mel_spectrograms\savee_savee_JE_04265.npy,mel_3channel\savee_savee_JE_04265.npy,mfccs\savee_savee_JE_04265.npy,5
data/ravdess\Actor_05\03-01-08-01-01-01-05.wav,surprised,ravdess_05,male,ravdess,mel_spectrograms\ravdess_ravdess_05_00252.npy,mel_3channel\ravdess_ravdess_05_00252.npy,mfccs\ravdess_ravdess_05_00252.npy,6
data/tess\YAF_angry\YAF_turn_angry.wav,angry,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02827.npy,mel_3channel\tess_tess_YAF_02827.npy,mfccs\tess_tess_YAF_02827.npy,0
data/tess\YAF_angry\YAF_pass_angry.wav,angry,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02766.npy,mel_3channel\tess_tess_YAF_02766.npy,mfccs\tess_tess_YAF_02766.npy,0
data/tess\OAF_angry\OAF_late_angry.wav,angry,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01928.npy,mel_3channel\tess_tess_OAF_01928.npy,mfccs\tess_tess_OAF_01928.npy,0
data/tess\OAF_Sad\OAF_phone_sad.wav,sad,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01770.npy,mel_3channel\tess_tess_OAF_01770.npy,mfccs\tess_tess_OAF_01770.npy,5
data/savee\JE_h08.wav,happy,savee_JE,male,savee,mel_spectrograms\savee_savee_JE_04220.npy,mel_3channel\savee_savee_JE_04220.npy,mfccs\savee_savee_JE_04220.npy,3
data/tess\YAF_happy\YAF_bone_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03256.npy,mel_3channel\tess_tess_YAF_03256.npy,mfccs\tess_tess_YAF_03256.npy,3
data/tess\YAF_pleasant_surprised\YAF_thin_ps.wav,surprised,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03817.npy,mel_3channel\tess_tess_YAF_03817.npy,mfccs\tess_tess_YAF_03817.npy,6
data/ravdess\Actor_19\03-01-03-02-02-02-19.wav,happy,ravdess_19,male,ravdess,mel_spectrograms\ravdess_ravdess_19_00947.npy,mel_3channel\ravdess_ravdess_19_00947.npy,mfccs\ravdess_ravdess_19_00947.npy,3
data/tess\YAF_fear\YAF_beg_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03053.npy,mel_3channel\tess_tess_YAF_03053.npy,mfccs\tess_tess_YAF_03053.npy,2
data/ravdess\Actor_07\03-01-08-01-01-02-07.wav,surprised,ravdess_07,male,ravdess,mel_spectrograms\ravdess_ravdess_07_00357.npy,mel_3channel\ravdess_ravdess_07_00357.npy,mfccs\ravdess_ravdess_07_00357.npy,6
data/tess\OAF_Pleasant_surprise\OAF_page_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01564.npy,mel_3channel\tess_tess_OAF_01564.npy,mfccs\tess_tess_OAF_01564.npy,6
data/ravdess\Actor_02\03-01-06-02-01-01-02.wav,fearful,ravdess_02,female,ravdess,mel_spectrograms\ravdess_ravdess_02_00084.npy,mel_3channel\ravdess_ravdess_02_00084.npy,mfccs\ravdess_ravdess_02_00084.npy,2
data/tess\YAF_happy\YAF_whip_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03439.npy,mel_3channel\tess_tess_YAF_03439.npy,mfccs\tess_tess_YAF_03439.npy,3
data/savee\JE_n18.wav,neutral,savee_JE,male,savee,mel_spectrograms\savee_savee_JE_04245.npy,mel_3channel\savee_savee_JE_04245.npy,mfccs\savee_savee_JE_04245.npy,4
data/tess\YAF_disgust\YAF_shawl_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02999.npy,mel_3channel\tess_tess_YAF_02999.npy,mfccs\tess_tess_YAF_02999.npy,1
data/tess\OAF_Fear\OAF_good_fear.wav,fearful,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01299.npy,mel_3channel\tess_tess_OAF_01299.npy,mfccs\tess_tess_OAF_01299.npy,2
data/tess\YAF_disgust\YAF_thin_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03017.npy,mel_3channel\tess_tess_YAF_03017.npy,mfccs\tess_tess_YAF_03017.npy,1
data/savee\DC_h12.wav,happy,savee_DC,male,savee,mel_spectrograms\savee_savee_DC_04104.npy,mel_3channel\savee_savee_DC_04104.npy,mfccs\savee_savee_DC_04104.npy,3
data/ravdess\Actor_20\03-01-08-01-02-02-20.wav,surprised,ravdess_20,female,ravdess,mel_spectrograms\ravdess_ravdess_20_01035.npy,mel_3channel\ravdess_ravdess_20_01035.npy,mfccs\ravdess_ravdess_20_01035.npy,6
data/tess\OAF_Fear\OAF_raid_fear.wav,fearful,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01377.npy,mel_3channel\tess_tess_OAF_01377.npy,mfccs\tess_tess_OAF_01377.npy,2
data/savee\DC_d10.wav,disgust,savee_DC,male,savee,mel_spectrograms\savee_savee_DC_04072.npy,mel_3channel\savee_savee_DC_04072.npy,mfccs\savee_savee_DC_04072.npy,1
data/tess\YAF_sad\YAF_doll_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03883.npy,mel_3channel\tess_tess_YAF_03883.npy,mfccs\tess_tess_YAF_03883.npy,5
data/tess\YAF_disgust\YAF_hire_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02908.npy,mel_3channel\tess_tess_YAF_02908.npy,mfccs\tess_tess_YAF_02908.npy,1
data/ravdess\Actor_13\03-01-08-01-01-02-13.wav,surprised,ravdess_13,male,ravdess,mel_spectrograms\ravdess_ravdess_13_00669.npy,mel_3channel\ravdess_ravdess_13_00669.npy,mfccs\ravdess_ravdess_13_00669.npy,6
data/tess\YAF_happy\YAF_chalk_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03266.npy,mel_3channel\tess_tess_YAF_03266.npy,mfccs\tess_tess_YAF_03266.npy,3
data/tess\OAF_Pleasant_surprise\OAF_mill_ps.wav,surprised,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01549.npy,mel_3channel\tess_tess_OAF_01549.npy,mfccs\tess_tess_OAF_01549.npy,6
data/tess\OAF_Sad\OAF_calm_sad.wav,sad,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01661.npy,mel_3channel\tess_tess_OAF_01661.npy,mfccs\tess_tess_OAF_01661.npy,5
data/ravdess\Actor_22\03-01-03-01-01-02-22.wav,happy,ravdess_22,female,ravdess,mel_spectrograms\ravdess_ravdess_22_01097.npy,mel_3channel\ravdess_ravdess_22_01097.npy,mfccs\ravdess_ravdess_22_01097.npy,3
data/ravdess\Actor_08\03-01-03-02-02-02-08.wav,happy,ravdess_08,female,ravdess,mel_spectrograms\ravdess_ravdess_08_00375.npy,mel_3channel\ravdess_ravdess_08_00375.npy,mfccs\ravdess_ravdess_08_00375.npy,3
data/tess\OAF_disgust\OAF_wife_disgust.wav,disgust,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02241.npy,mel_3channel\tess_tess_OAF_02241.npy,mfccs\tess_tess_OAF_02241.npy,1
data/tess\OAF_Sad\OAF_fall_sad.wav,sad,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01686.npy,mel_3channel\tess_tess_OAF_01686.npy,mfccs\tess_tess_OAF_01686.npy,5
data/tess\YAF_fear\YAF_shawl_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03199.npy,mel_3channel\tess_tess_YAF_03199.npy,mfccs\tess_tess_YAF_03199.npy,2
data/ravdess\Actor_22\03-01-07-02-02-01-22.wav,disgust,ravdess_22,female,ravdess,mel_spectrograms\ravdess_ravdess_22_01134.npy,mel_3channel\ravdess_ravdess_22_01134.npy,mfccs\ravdess_ravdess_22_01134.npy,1
data/savee\JE_n27.wav,neutral,savee_JE,male,savee,mel_spectrograms\savee_savee_JE_04254.npy,mel_3channel\savee_savee_JE_04254.npy,mfccs\savee_savee_JE_04254.npy,4
data/savee\DC_su03.wav,surprised,savee_DC,male,savee,mel_spectrograms\savee_savee_DC_04155.npy,mel_3channel\savee_savee_DC_04155.npy,mfccs\savee_savee_DC_04155.npy,6
data/ravdess\Actor_12\03-01-06-01-01-01-12.wav,fearful,ravdess_12,female,ravdess,mel_spectrograms\ravdess_ravdess_12_00600.npy,mel_3channel\ravdess_ravdess_12_00600.npy,mfccs\ravdess_ravdess_12_00600.npy,2
data/tess\YAF_neutral\YAF_date_neutral.wav,neutral,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03474.npy,mel_3channel\tess_tess_YAF_03474.npy,mfccs\tess_tess_YAF_03474.npy,4
data/tess\YAF_sad\YAF_read_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03982.npy,mel_3channel\tess_tess_YAF_03982.npy,mfccs\tess_tess_YAF_03982.npy,5
data/ravdess\Actor_19\03-01-04-02-02-01-19.wav,sad,ravdess_19,male,ravdess,mel_spectrograms\ravdess_ravdess_19_00954.npy,mel_3channel\ravdess_ravdess_19_00954.npy,mfccs\ravdess_ravdess_19_00954.npy,5
data/ravdess\Actor_11\03-01-06-02-01-01-11.wav,fearful,ravdess_11,male,ravdess,mel_spectrograms\ravdess_ravdess_11_00552.npy,mel_3channel\ravdess_ravdess_11_00552.npy,mfccs\ravdess_ravdess_11_00552.npy,2
data/tess\OAF_neutral\OAF_mop_neutral.wav,neutral,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02553.npy,mel_3channel\tess_tess_OAF_02553.npy,mfccs\tess_tess_OAF_02553.npy,4
data/tess\YAF_angry\YAF_cause_angry.wav,angry,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02663.npy,mel_3channel\tess_tess_YAF_02663.npy,mfccs\tess_tess_YAF_02663.npy,0
data/ravdess\Actor_14\03-01-06-01-01-01-14.wav,fearful,ravdess_14,female,ravdess,mel_spectrograms\ravdess_ravdess_14_00704.npy,mel_3channel\ravdess_ravdess_14_00704.npy,mfccs\ravdess_ravdess_14_00704.npy,2
data/tess\YAF_neutral\YAF_kick_neutral.wav,neutral,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03523.npy,mel_3channel\tess_tess_YAF_03523.npy,mfccs\tess_tess_YAF_03523.npy,4
data/tess\YAF_angry\YAF_third_angry.wav,angry,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02818.npy,mel_3channel\tess_tess_YAF_02818.npy,mfccs\tess_tess_YAF_02818.npy,0
data/tess\OAF_disgust\OAF_kick_disgust.wav,disgust,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02123.npy,mel_3channel\tess_tess_OAF_02123.npy,mfccs\tess_tess_OAF_02123.npy,1
data/tess\OAF_neutral\OAF_get_neutral.wav,neutral,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02495.npy,mel_3channel\tess_tess_OAF_02495.npy,mfccs\tess_tess_OAF_02495.npy,4
data/ravdess\Actor_13\03-01-04-02-02-02-13.wav,sad,ravdess_13,male,ravdess,mel_spectrograms\ravdess_ravdess_13_00643.npy,mel_3channel\ravdess_ravdess_13_00643.npy,mfccs\ravdess_ravdess_13_00643.npy,5
data/tess\YAF_happy\YAF_numb_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03362.npy,mel_3channel\tess_tess_YAF_03362.npy,mfccs\tess_tess_YAF_03362.npy,3
data/tess\YAF_disgust\YAF_goose_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02900.npy,mel_3channel\tess_tess_YAF_02900.npy,mfccs\tess_tess_YAF_02900.npy,1
data/tess\YAF_angry\YAF_loaf_angry.wav,angry,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02737.npy,mel_3channel\tess_tess_YAF_02737.npy,mfccs\tess_tess_YAF_02737.npy,0
data/ravdess\Actor_21\03-01-08-02-01-02-21.wav,surprised,ravdess_21,male,ravdess,mel_spectrograms\ravdess_ravdess_21_01089.npy,mel_3channel\ravdess_ravdess_21_01089.npy,mfccs\ravdess_ravdess_21_01089.npy,6
data/ravdess\Actor_19\03-01-08-01-02-01-19.wav,surprised,ravdess_19,male,ravdess,mel_spectrograms\ravdess_ravdess_19_00982.npy,mel_3channel\ravdess_ravdess_19_00982.npy,mfccs\ravdess_ravdess_19_00982.npy,6
data/tess\OAF_angry\OAF_neat_angry.wav,angry,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01959.npy,mel_3channel\tess_tess_OAF_01959.npy,mfccs\tess_tess_OAF_01959.npy,0
data/ravdess\Actor_15\03-01-06-02-02-02-15.wav,fearful,ravdess_15,male,ravdess,mel_spectrograms\ravdess_ravdess_15_00763.npy,mel_3channel\ravdess_ravdess_15_00763.npy,mfccs\ravdess_ravdess_15_00763.npy,2
data/ravdess\Actor_23\03-01-07-02-01-01-23.wav,disgust,ravdess_23,male,ravdess,mel_spectrograms\ravdess_ravdess_23_01184.npy,mel_3channel\ravdess_ravdess_23_01184.npy,mfccs\ravdess_ravdess_23_01184.npy,1
data/ravdess\Actor_20\03-01-04-01-01-01-20.wav,sad,ravdess_20,female,ravdess,mel_spectrograms\ravdess_ravdess_20_01000.npy,mel_3channel\ravdess_ravdess_20_01000.npy,mfccs\ravdess_ravdess_20_01000.npy,5
data/tess\YAF_disgust\YAF_gap_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02892.npy,mel_3channel\tess_tess_YAF_02892.npy,mfccs\tess_tess_YAF_02892.npy,1
data/tess\OAF_neutral\OAF_pad_neutral.wav,neutral,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02562.npy,mel_3channel\tess_tess_OAF_02562.npy,mfccs\tess_tess_OAF_02562.npy,4
data/ravdess\Actor_20\03-01-06-01-01-01-20.wav,fearful,ravdess_20,female,ravdess,mel_spectrograms\ravdess_ravdess_20_01016.npy,mel_3channel\ravdess_ravdess_20_01016.npy,mfccs\ravdess_ravdess_20_01016.npy,2
data/tess\YAF_fear\YAF_pain_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03165.npy,mel_3channel\tess_tess_YAF_03165.npy,mfccs\tess_tess_YAF_03165.npy,2
data/ravdess\Actor_10\03-01-03-02-02-02-10.wav,happy,ravdess_10,female,ravdess,mel_spectrograms\ravdess_ravdess_10_00479.npy,mel_3channel\ravdess_ravdess_10_00479.npy,mfccs\ravdess_ravdess_10_00479.npy,3
data/savee\JK_sa02.wav,sad,savee_JK,male,savee,mel_spectrograms\savee_savee_JK_04379.npy,mel_3channel\savee_savee_JK_04379.npy,mfccs\savee_savee_JK_04379.npy,5
data/tess\YAF_neutral\YAF_loaf_neutral.wav,neutral,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03537.npy,mel_3channel\tess_tess_YAF_03537.npy,mfccs\tess_tess_YAF_03537.npy,4
data/tess\YAF_sad\YAF_pool_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03974.npy,mel_3channel\tess_tess_YAF_03974.npy,mfccs\tess_tess_YAF_03974.npy,5
data/ravdess\Actor_20\03-01-06-01-02-02-20.wav,fearful,ravdess_20,female,ravdess,mel_spectrograms\ravdess_ravdess_20_01019.npy,mel_3channel\ravdess_ravdess_20_01019.npy,mfccs\ravdess_ravdess_20_01019.npy,2
data/ravdess\Actor_10\03-01-05-01-02-02-10.wav,angry,ravdess_10,female,ravdess,mel_spectrograms\ravdess_ravdess_10_00491.npy,mel_3channel\ravdess_ravdess_10_00491.npy,mfccs\ravdess_ravdess_10_00491.npy,0
data/ravdess\Actor_10\03-01-04-02-02-01-10.wav,sad,ravdess_10,female,ravdess,mel_spectrograms\ravdess_ravdess_10_00486.npy,mel_3channel\ravdess_ravdess_10_00486.npy,mfccs\ravdess_ravdess_10_00486.npy,5
data/tess\OAF_disgust\OAF_name_disgust.wav,disgust,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02157.npy,mel_3channel\tess_tess_OAF_02157.npy,mfccs\tess_tess_OAF_02157.npy,1
data/tess\OAF_neutral\OAF_deep_neutral.wav,neutral,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_02476.npy,mel_3channel\tess_tess_OAF_02476.npy,mfccs\tess_tess_OAF_02476.npy,4
data/tess\YAF_pleasant_surprised\YAF_chain_ps.wav,surprised,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03664.npy,mel_3channel\tess_tess_YAF_03664.npy,mfccs\tess_tess_YAF_03664.npy,6
data/tess\YAF_sad\YAF_team_sad.wav,sad,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_04015.npy,mel_3channel\tess_tess_YAF_04015.npy,mfccs\tess_tess_YAF_04015.npy,5
data/tess\OAF_Sad\OAF_get_sad.wav,sad,tess_OAF,female,tess,mel_spectrograms\tess_tess_OAF_01696.npy,mel_3channel\tess_tess_OAF_01696.npy,mfccs\tess_tess_OAF_01696.npy,5
data/tess\YAF_fear\YAF_chair_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03065.npy,mel_3channel\tess_tess_YAF_03065.npy,mfccs\tess_tess_YAF_03065.npy,2
data/ravdess\Actor_15\03-01-08-02-02-02-15.wav,surprised,ravdess_15,male,ravdess,mel_spectrograms\ravdess_ravdess_15_00779.npy,mel_3channel\ravdess_ravdess_15_00779.npy,mfccs\ravdess_ravdess_15_00779.npy,6
data/tess\YAF_angry\YAF_juice_angry.wav,angry,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02719.npy,mel_3channel\tess_tess_YAF_02719.npy,mfccs\tess_tess_YAF_02719.npy,0
data/tess\YAF_disgust\YAF_beg_disgust.wav,disgust,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_02853.npy,mel_3channel\tess_tess_YAF_02853.npy,mfccs\tess_tess_YAF_02853.npy,1
data/ravdess\Actor_01\03-01-04-01-01-02-01.wav,sad,ravdess_01,male,ravdess,mel_spectrograms\ravdess_ravdess_01_00013.npy,mel_3channel\ravdess_ravdess_01_00013.npy,mfccs\ravdess_ravdess_01_00013.npy,5
data/tess\YAF_neutral\YAF_calm_neutral.wav,neutral,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03461.npy,mel_3channel\tess_tess_YAF_03461.npy,mfccs\tess_tess_YAF_03461.npy,4
data/ravdess\Actor_01\03-01-04-02-01-01-01.wav,sad,ravdess_01,male,ravdess,mel_spectrograms\ravdess_ravdess_01_00016.npy,mel_3channel\ravdess_ravdess_01_00016.npy,mfccs\ravdess_ravdess_01_00016.npy,5
data/tess\YAF_happy\YAF_loaf_happy.wav,happy,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03337.npy,mel_3channel\tess_tess_YAF_03337.npy,mfccs\tess_tess_YAF_03337.npy,3
data/tess\YAF_neutral\YAF_boat_neutral.wav,neutral,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03455.npy,mel_3channel\tess_tess_YAF_03455.npy,mfccs\tess_tess_YAF_03455.npy,4
data/ravdess\Actor_05\03-01-03-01-01-02-05.wav,happy,ravdess_05,male,ravdess,mel_spectrograms\ravdess_ravdess_05_00213.npy,mel_3channel\ravdess_ravdess_05_00213.npy,mfccs\ravdess_ravdess_05_00213.npy,3
data/tess\YAF_fear\YAF_yes_fear.wav,fearful,tess_YAF,female,tess,mel_spectrograms\tess_tess_YAF_03245.npy,mel_3channel\tess_tess_YAF_03245.npy,mfccs\tess_tess_YAF_03245.npy,2
